sender	recipient	total
013103	028175	0.125
013103	034570	0.125
032407	032407	0.125
032407	025809	0.125
013103	035003	0.125
032407	019413	0.125
032407	014075	0.125
015383	026975	0.125
031100	001323	0.125
005946	013351	0.125
005968	006058	0.125
026194	028662	0.125
026194	038564	0.125
026194	039028	0.125
006029	018233	0.125
000627	009089	0.125
005968	036059	0.125
005968	030511	0.125
005968	030335	0.125
005968	024403	0.125
005968	023689	0.125
005968	022647	0.125
005968	014401	0.125
004611	002867	0.125
005946	018135	0.125
004611	005571	0.125
004611	018128	0.125
004611	024374	0.125
004611	028488	0.125
015407	036280	0.125
004611	029608	0.125
038316	013040	0.125
038316	016080	0.125
015383	027120	0.125
022055	012413	0.125
005946	027225	0.125
005946	025688	0.125
013103	038905	0.125
032407	011718	0.125
032407	007326	0.125
026908	002769	0.125
026791	020289	0.125
026855	004664	0.125
026855	004950	0.125
026855	006291	0.125
013228	037695	0.125
026855	017287	0.125
026855	026855	0.125
026855	028526	0.125
026855	029745	0.125
026855	038776	0.125
004696	008809	0.125
026908	000781	0.125
004696	028663	0.125
013228	035025	0.125
026908	018574	0.125
026908	020481	0.125
026908	020756	0.125
014943	031497	0.125
014943	024519	0.125
004696	033711	0.125
026908	037622	0.125
014943	018941	0.125
014943	013103	0.125
014943	002287	0.125
027054	001654	0.125
027054	001710	0.125
013228	035709	0.125
013228	028650	0.125
004611	037597	0.125
032329	032104	0.125
031100	023019	0.125
031100	027692	0.125
031100	033348	0.125
031100	038337	0.125
038323	006619	0.125
029232	037996	0.125
026649	015892	0.125
026649	037244	0.125
032329	039620	0.125
032329	035355	0.125
032329	033086	0.125
032329	032271	0.125
032329	023318	0.125
013228	028512	0.125
032329	004174	0.125
032329	000920	0.125
029232	037107	0.125
029232	033348	0.125
029232	025024	0.125
029232	022444	0.125
029232	019449	0.125
013228	001747	0.125
029232	006768	0.125
013228	012892	0.125
013228	015689	0.125
000176	000176	0.125
026194	027348	0.125
026194	015532	0.125
027054	012386	0.125
026194	011143	0.125
025341	039264	0.125
031423	013925	0.125
037928	024373	0.125
025412	027541	0.125
025412	033024	0.125
037928	025489	0.125
037928	025514	0.125
033118	036684	0.125
033118	035490	0.125
033118	033118	0.125
033118	020705	0.125
033118	011294	0.125
033118	006952	0.125
033118	004520	0.125
002966	005025	0.125
002966	006768	0.125
002966	007488	0.125
002966	020709	0.125
002966	023775	0.125
002966	035870	0.125
002966	037107	0.125
025609	010697	0.125
025609	017465	0.125
025609	022529	0.125
025609	028210	0.125
025609	030277	0.125
025609	032912	0.125
025341	038869	0.125
025341	028005	0.125
025341	016478	0.125
033185	032361	0.125
016270	013088	0.125
016270	010984	0.125
016270	005455	0.125
025236	000580	0.125
025236	005532	0.125
025236	016106	0.125
025236	022199	0.125
025236	025808	0.125
025236	025979	0.125
025236	026811	0.125
025236	033402	0.125
006351	030220	0.125
033185	028477	0.125
025341	014124	0.125
033185	026373	0.125
033185	017565	0.125
033185	014034	0.125
033185	010789	0.125
033185	006410	0.125
033185	003442	0.125
037928	004377	0.125
037928	012593	0.125
037928	015808	0.125
025341	003528	0.125
025341	005200	0.125
025341	006213	0.125
025609	034955	0.125
000692	037647	0.125
000692	033521	0.125
026118	001334	0.125
032810	027060	0.125
032810	024659	0.125
026080	013838	0.125
026080	026529	0.125
026098	000792	0.125
026098	013425	0.125
026098	018976	0.125
026098	021765	0.125
026098	023618	0.125
026098	024563	0.125
026098	024870	0.125
026098	029718	0.125
026118	013013	0.125
025874	026185	0.125
026118	039459	0.125
026151	008854	0.125
026151	008975	0.125
026151	026151	0.125
026151	026453	0.125
026151	033790	0.125
026151	034779	0.125
006052	032754	0.125
006052	022867	0.125
006052	016916	0.125
006052	004776	0.125
006052	002565	0.125
032810	027486	0.125
025874	024878	0.125
000692	021535	0.125
010376	005003	0.125
000692	008304	0.125
000692	007322	0.125
000692	005440	0.125
000685	028292	0.125
011906	012417	0.125
003792	020718	0.125
003792	017073	0.125
011906	007237	0.125
025812	014278	0.125
000685	022250	0.125
000685	010478	0.125
006202	030336	0.125
006202	026159	0.125
000685	001782	0.125
006202	025614	0.125
010376	031155	0.125
006202	020081	0.125
000685	007260	0.125
000685	005942	0.125
006202	019999	0.125
000685	004437	0.125
006202	019284	0.125
006202	004065	0.125
006202	002176	0.125
025874	000976	0.125
025874	003762	0.125
027054	009078	0.125
027054	022246	0.125
016270	021460	0.125
027906	029825	0.125
028096	021073	0.125
028096	023719	0.125
028096	034305	0.125
004900	020889	0.125
013505	017366	0.125
028292	001782	0.125
028292	004437	0.125
028292	005942	0.125
028292	007260	0.125
028292	010478	0.125
028292	022250	0.125
028377	000443	0.125
028377	000934	0.125
028377	012541	0.125
028377	014845	0.125
028377	020889	0.125
013505	026293	0.125
004900	033502	0.125
004900	036639	0.125
031593	037567	0.125
031593	032401	0.125
031593	031593	0.125
031593	028475	0.125
031593	025289	0.125
031593	024941	0.125
031593	024086	0.125
011459	004733	0.125
028091	028091	0.125
028091	026811	0.125
028091	023815	0.125
028065	014586	0.125
005248	039717	0.125
005248	037509	0.125
005248	037073	0.125
005248	028872	0.125
005248	023868	0.125
005248	022095	0.125
005248	011579	0.125
027985	004365	0.125
005248	009697	0.125
027985	021134	0.125
028065	000282	0.125
028065	006794	0.125
028065	015004	0.125
028091	022199	0.125
028065	015158	0.125
028065	015893	0.125
028076	002966	0.125
028076	010147	0.125
028076	019449	0.125
028076	027639	0.125
028076	028635	0.125
028076	033348	0.125
028091	005918	0.125
028091	011398	0.125
028091	013286	0.125
028091	018602	0.125
011459	011459	0.125
011459	012573	0.125
011459	020916	0.125
028584	011893	0.125
013527	029174	0.125
013527	037129	0.125
013634	000559	0.125
031480	037644	0.125
031480	031480	0.125
031480	029431	0.125
031480	029221	0.125
031480	026257	0.125
013634	008900	0.125
031480	020378	0.125
031480	002312	0.125
013634	014058	0.125
028635	000818	0.125
013527	021460	0.125
028635	029232	0.125
003578	036044	0.125
013634	029234	0.125
013634	016482	0.125
013634	023447	0.125
013634	017322	0.125
031423	030614	0.125
031423	002630	0.125
031423	002925	0.125
031423	023451	0.125
031423	005634	0.125
031423	009314	0.125
013527	024055	0.125
013527	014240	0.125
011459	021211	0.125
038826	039415	0.125
003614	020092	0.125
038826	002349	0.125
011459	024533	0.125
013505	027935	0.125
038826	017854	0.125
038826	020710	0.125
038826	029528	0.125
013505	032329	0.125
013505	035754	0.125
038826	034676	0.125
038826	034772	0.125
038826	038826	0.125
013527	005455	0.125
013527	013088	0.125
011459	038082	0.125
011459	039391	0.125
031525	014113	0.125
013664	032861	0.125
013664	031469	0.125
013664	029649	0.125
013664	016931	0.125
013664	016165	0.125
013664	013856	0.125
013664	012355	0.125
013527	010984	0.125
013664	010805	0.125
027906	038310	0.125
027906	028319	0.125
027054	022420	0.125
013505	013495	0.125
039095	033448	0.125
039095	031083	0.125
005582	038711	0.125
005582	013254	0.125
014729	023602	0.125
014729	022248	0.125
014729	021960	0.125
014729	021907	0.125
014729	016984	0.125
039095	019581	0.125
039095	011917	0.125
039095	011357	0.125
039095	004113	0.125
039095	000002	0.125
039082	001066	0.125
011646	033863	0.125
011646	033090	0.125
011646	025228	0.125
014729	016015	0.125
000178	007566	0.125
011646	023061	0.125
011646	020345	0.125
011646	011646	0.125
011646	001469	0.125
014729	014259	0.125
014729	012324	0.125
014729	008078	0.125
005593	000583	0.125
005593	014352	0.125
005593	023396	0.125
005675	015852	0.125
027054	031802	0.125
027054	039525	0.125
000176	004337	0.125
000176	012174	0.125
000176	012764	0.125
000176	028319	0.125
000176	029825	0.125
000176	038310	0.125
004696	035712	0.125
005675	035284	0.125
005675	029700	0.125
005675	017757	0.125
005675	006637	0.125
005593	027276	0.125
005675	002136	0.125
039095	034382	0.125
032168	032168	0.125
032168	029568	0.125
032168	029041	0.125
032168	028649	0.125
032168	027462	0.125
032168	020548	0.125
032168	015243	0.125
032168	009675	0.125
005674	000583	0.125
005593	027311	0.125
014729	007078	0.125
014729	000126	0.125
027348	006677	0.125
027606	027235	0.125
004900	019156	0.125
003440	039312	0.125
013505	000143	0.125
031975	030854	0.125
031975	029694	0.125
031975	028969	0.125
031975	019154	0.125
027606	012490	0.125
027606	016952	0.125
031975	004233	0.125
027606	025475	0.125
027606	025970	0.125
027606	028383	0.125
004900	012541	0.125
027606	029188	0.125
027606	038567	0.125
011162	018735	0.125
011162	027804	0.125
011162	031663	0.125
011162	034456	0.125
027906	000176	0.125
027906	002740	0.125
027906	004337	0.125
027906	012764	0.125
027906	014181	0.125
013505	004396	0.125
004900	016270	0.125
000395	000395	0.125
027348	010944	0.125
013452	008646	0.125
027348	014372	0.125
027348	031009	0.125
027348	032485	0.125
027348	038564	0.125
010932	000601	0.125
010932	010293	0.125
010932	010932	0.125
010932	012143	0.125
010932	018736	0.125
010932	018799	0.125
003440	003440	0.125
003440	006351	0.125
000395	031642	0.125
000395	000628	0.125
000395	029710	0.125
004900	000443	0.125
004900	004410	0.125
000395	020454	0.125
000395	019252	0.125
003440	020271	0.125
003440	023504	0.125
003440	026984	0.125
003440	034769	0.125
000395	009542	0.125
000395	004220	0.125
003440	039144	0.125
016270	013527	0.125
037928	018839	0.125
016270	024055	0.125
034392	009146	0.125
023115	031541	0.125
017634	014603	0.125
017634	006061	0.125
017634	001554	0.125
017634	000400	0.125
007260	028292	0.125
007260	022250	0.125
034392	038929	0.125
034392	037378	0.125
034392	033184	0.125
034392	021294	0.125
034392	020801	0.125
034392	013992	0.125
034392	004385	0.125
023115	017515	0.125
007260	010478	0.125
007260	005942	0.125
007260	004437	0.125
023264	009630	0.125
023264	010647	0.125
023264	013822	0.125
023264	021454	0.125
023264	021532	0.125
023264	026397	0.125
023264	032071	0.125
023264	035678	0.125
023284	002051	0.125
023284	007495	0.125
023115	019148	0.125
023115	003934	0.125
017171	022403	0.125
009697	024471	0.125
037171	006886	0.125
037171	008726	0.125
037171	027444	0.125
037171	028033	0.125
037171	030682	0.125
009697	007385	0.125
009697	007488	0.125
037178	004882	0.125
037178	006375	0.125
037178	010540	0.125
037178	012715	0.125
037178	013462	0.125
037178	018874	0.125
037178	027854	0.125
017634	022642	0.125
017761	034611	0.125
037178	031611	0.125
017761	031683	0.125
017761	027261	0.125
017761	009919	0.125
017761	006874	0.125
017761	005739	0.125
017761	000429	0.125
009697	034176	0.125
009697	037454	0.125
009697	039717	0.125
017634	034371	0.125
017634	027101	0.125
023284	017458	0.125
007260	001782	0.125
023284	034363	0.125
017465	013904	0.125
017465	036629	0.125
034259	034259	0.125
034259	033666	0.125
034259	032210	0.125
034259	031319	0.125
034259	031297	0.125
034259	016634	0.125
034259	016553	0.125
034259	005397	0.125
017465	030965	0.125
017465	026373	0.125
017465	022866	0.125
017465	021378	0.125
016270	027924	0.125
007153	027655	0.125
017465	006982	0.125
001008	006534	0.125
001008	005759	0.125
000976	036689	0.125
000976	031253	0.125
000976	029684	0.125
000976	018902	0.125
000976	008729	0.125
000976	000362	0.125
030327	013968	0.125
030327	002162	0.125
017171	037332	0.125
017171	030268	0.125
030327	016893	0.125
030327	017860	0.125
030327	029891	0.125
001008	019460	0.125
007153	024791	0.125
007153	022766	0.125
007153	018154	0.125
007153	015175	0.125
007153	014776	0.125
007153	011931	0.125
012443	039072	0.125
017514	002310	0.125
017506	034932	0.125
007153	005450	0.125
017506	029407	0.125
017506	027732	0.125
017506	012135	0.125
017506	009518	0.125
023478	000326	0.125
023478	001015	0.125
023478	009063	0.125
023478	009861	0.125
023478	012510	0.125
023478	025981	0.125
023478	037671	0.125
034269	025312	0.125
001008	024972	0.125
034269	002850	0.125
030327	036160	0.125
030327	036153	0.125
030327	033774	0.125
037171	006587	0.125
037171	003682	0.125
009685	038202	0.125
022538	004791	0.125
009489	016385	0.125
036951	032854	0.125
009489	025853	0.125
036951	036890	0.125
036951	036951	0.125
009489	029152	0.125
009489	029977	0.125
009489	032208	0.125
022333	000105	0.125
007589	037634	0.125
007589	036489	0.125
007589	028754	0.125
007589	006776	0.125
022538	004975	0.125
039702	015127	0.125
022538	014034	0.125
022538	018527	0.125
022538	020454	0.125
022538	033378	0.125
022538	033789	0.125
018176	035929	0.125
018176	029833	0.125
012427	001599	0.125
039702	039702	0.125
018176	025812	0.125
039702	035511	0.125
039702	035216	0.125
039702	026799	0.125
009489	011865	0.125
009489	006561	0.125
036951	026192	0.125
009489	000364	0.125
022055	021907	0.125
022055	022248	0.125
022055	036651	0.125
004046	032945	0.125
002102	003614	0.125
002102	005059	0.125
002102	013696	0.125
002102	016177	0.125
002102	018324	0.125
002102	024905	0.125
002102	032069	0.125
002102	039635	0.125
002138	002059	0.125
002138	006173	0.125
002138	014078	0.125
022124	005585	0.125
002138	017863	0.125
002138	030842	0.125
002138	030980	0.125
022124	006160	0.125
022124	022055	0.125
022124	022248	0.125
022124	024059	0.125
022124	025804	0.125
036951	002654	0.125
036951	011092	0.125
036951	021384	0.125
018176	019325	0.125
018176	018045	0.125
012443	029867	0.125
022698	036661	0.125
012427	031974	0.125
012427	036251	0.125
034814	019438	0.125
034814	016694	0.125
012443	000413	0.125
012443	007465	0.125
022698	011338	0.125
022698	014650	0.125
034814	001676	0.125
022698	017693	0.125
022698	030093	0.125
022698	030422	0.125
012443	011899	0.125
022698	039145	0.125
022570	005167	0.125
022713	002654	0.125
022713	007055	0.125
022713	011092	0.125
022713	021014	0.125
022713	030054	0.125
022713	030890	0.125
022713	034627	0.125
022713	038840	0.125
007398	034211	0.125
012443	012443	0.125
009685	007006	0.125
012443	013607	0.125
012443	014759	0.125
012427	025666	0.125
012427	024166	0.125
012427	014298	0.125
012427	009085	0.125
022570	010686	0.125
022570	011227	0.125
022570	018019	0.125
022570	034747	0.125
022570	035724	0.125
022570	039512	0.125
018176	017878	0.125
018176	017514	0.125
034891	018947	0.125
018176	014974	0.125
018176	014175	0.125
039702	012803	0.125
018176	012380	0.125
018176	010190	0.125
039702	009969	0.125
018176	003705	0.125
039702	005850	0.125
012427	003684	0.125
007480	030922	0.125
007480	028346	0.125
007480	025737	0.125
007480	020478	0.125
007480	019701	0.125
007480	017276	0.125
007480	012101	0.125
007480	007261	0.125
034814	037320	0.125
017171	022603	0.125
017465	012020	0.125
017171	017171	0.125
029874	018270	0.125
039432	020180	0.125
039432	004626	0.125
029874	036554	0.125
029874	030959	0.125
029874	030461	0.125
029874	019265	0.125
002691	021977	0.125
002691	024092	0.125
024519	004440	0.125
024519	031251	0.125
024542	001544	0.125
016572	036432	0.125
024542	005449	0.125
024121	020134	0.125
016572	031780	0.125
024542	009332	0.125
024542	021578	0.125
016572	020063	0.125
024542	024542	0.125
016572	003799	0.125
024542	027618	0.125
024542	028341	0.125
024542	038118	0.125
029874	005629	0.125
029874	003997	0.125
029874	001359	0.125
039432	030722	0.125
000111	036570	0.125
000111	035660	0.125
000111	019918	0.125
024121	024121	0.125
024121	024523	0.125
024121	038855	0.125
006782	010133	0.125
006782	005866	0.125
010019	038637	0.125
016802	036415	0.125
016802	035035	0.125
016802	031168	0.125
016802	024995	0.125
016802	023849	0.125
016802	023207	0.125
016802	009471	0.125
016802	007445	0.125
017171	014714	0.125
016796	004434	0.125
000111	018532	0.125
016733	031227	0.125
016733	021303	0.125
016733	017594	0.125
016733	016733	0.125
000111	019517	0.125
016733	008421	0.125
016733	003758	0.125
016733	001009	0.125
016572	002874	0.125
010142	012677	0.125
033587	004942	0.125
024846	030912	0.125
024846	038712	0.125
024846	039683	0.125
006527	039174	0.125
003821	010607	0.125
006527	039002	0.125
006527	038574	0.125
033410	005063	0.125
033410	003162	0.125
006527	032842	0.125
006527	024592	0.125
006527	023272	0.125
006527	021386	0.125
006527	016480	0.125
003821	007266	0.125
024914	004626	0.125
024914	020180	0.125
024914	030722	0.125
016368	038358	0.125
016368	031555	0.125
016368	021719	0.125
016368	020004	0.125
016368	009924	0.125
010168	003121	0.125
010168	009763	0.125
016270	029174	0.125
024846	035761	0.125
024846	013769	0.125
010142	014310	0.125
024846	012463	0.125
010142	017761	0.125
010142	018527	0.125
033571	033571	0.125
033571	033310	0.125
033571	033140	0.125
033571	011816	0.125
033571	008635	0.125
006583	027225	0.125
006583	025688	0.125
006583	018135	0.125
006583	013351	0.125
024791	005450	0.125
024791	007153	0.125
024791	011931	0.125
011906	027650	0.125
011906	025480	0.125
024791	014776	0.125
024791	015175	0.125
024791	018154	0.125
011906	022338	0.125
024791	022766	0.125
024791	027655	0.125
010142	033789	0.125
024846	007966	0.125
024846	009484	0.125
024121	023564	0.125
016796	030469	0.125
000111	005016	0.125
010019	013503	0.125
010013	007432	0.125
010013	008109	0.125
002484	013040	0.125
002484	019920	0.125
002484	025228	0.125
002484	027426	0.125
002484	030246	0.125
002484	036902	0.125
010013	030054	0.125
010013	031309	0.125
010013	032249	0.125
002511	022297	0.125
002511	024951	0.125
006803	036492	0.125
010019	004517	0.125
010019	008824	0.125
010019	009758	0.125
010019	010443	0.125
006803	036012	0.125
002511	025511	0.125
006803	032470	0.125
006902	001389	0.125
006902	010886	0.125
006902	012275	0.125
012604	010295	0.125
017171	011845	0.125
017171	005949	0.125
017064	037962	0.125
017064	037875	0.125
017064	025889	0.125
017064	024270	0.125
017064	021039	0.125
017064	015426	0.125
017064	003967	0.125
012604	016953	0.125
006902	013737	0.125
012604	028879	0.125
012604	029186	0.125
012604	035593	0.125
006902	032053	0.125
006902	022467	0.125
000111	000123	0.125
000111	013155	0.125
006902	016094	0.125
006902	014578	0.125
006803	024192	0.125
013634	020990	0.125
033863	001469	0.125
024121	000999	0.125
033863	023061	0.125
033863	025228	0.125
033863	025500	0.125
033863	020345	0.125
002511	037951	0.125
033863	033090	0.125
033863	033863	0.125
024121	018771	0.125
024121	014583	0.125
033863	011646	0.125
006803	023757	0.125
006803	006803	0.125
006803	009833	0.125
006803	015273	0.125
010019	031984	0.125
010019	014683	0.125
038955	007269	0.111111111111
011818	009602	0.111111111111
013198	021861	0.111111111111
013198	022690	0.111111111111
013198	025673	0.111111111111
013198	028097	0.111111111111
011818	007990	0.111111111111
011906	017841	0.111111111111
011718	005916	0.111111111111
000178	037928	0.111111111111
011906	017429	0.111111111111
011818	014622	0.111111111111
000178	024514	0.111111111111
013198	016273	0.111111111111
013198	021310	0.111111111111
038955	011223	0.111111111111
012804	023129	0.111111111111
011687	036579	0.111111111111
012804	020718	0.111111111111
011687	018168	0.111111111111
011906	013962	0.111111111111
000178	024020	0.111111111111
011687	011687	0.111111111111
011687	010168	0.111111111111
000143	023318	0.111111111111
013634	002349	0.111111111111
013634	000618	0.111111111111
011818	000511	0.111111111111
013634	020710	0.111111111111
013473	037619	0.111111111111
013634	020709	0.111111111111
000178	036489	0.111111111111
012115	014559	0.111111111111
012115	020204	0.111111111111
012115	025585	0.111111111111
013634	020069	0.111111111111
013634	017854	0.111111111111
012115	028336	0.111111111111
012265	001458	0.111111111111
012115	032345	0.111111111111
012265	003890	0.111111111111
012115	034401	0.111111111111
012115	039192	0.111111111111
011906	012982	0.111111111111
012804	036468	0.111111111111
012115	003721	0.111111111111
012265	005441	0.111111111111
012265	037649	0.111111111111
000041	000041	0.111111111111
000041	006298	0.111111111111
011687	005718	0.111111111111
000041	015824	0.111111111111
012804	035241	0.111111111111
011906	013857	0.111111111111
012804	024756	0.111111111111
000041	016979	0.111111111111
019782	034073	0.111111111111
012115	002318	0.111111111111
012804	019439	0.111111111111
012810	012810	0.111111111111
011818	038882	0.111111111111
012810	020496	0.111111111111
012810	024577	0.111111111111
000143	039620	0.111111111111
012810	024859	0.111111111111
039678	033528	0.111111111111
011906	000482	0.111111111111
011906	003438	0.111111111111
012810	026263	0.111111111111
011800	037821	0.111111111111
011906	029114	0.111111111111
011800	034805	0.111111111111
011800	033603	0.111111111111
011800	032463	0.111111111111
011800	021223	0.111111111111
011800	020490	0.111111111111
011800	015495	0.111111111111
011906	037349	0.111111111111
011800	012374	0.111111111111
012810	039070	0.111111111111
011906	003608	0.111111111111
011800	002940	0.111111111111
000178	004942	0.111111111111
019782	012625	0.111111111111
011818	035244	0.111111111111
011818	000389	0.111111111111
011981	004356	0.111111111111
000041	019174	0.111111111111
038955	032854	0.111111111111
038955	035006	0.111111111111
000178	019093	0.111111111111
012804	016215	0.111111111111
038955	035859	0.111111111111
000178	018416	0.111111111111
012804	015758	0.111111111111
011906	018791	0.111111111111
011981	035955	0.111111111111
011981	034445	0.111111111111
000041	018469	0.111111111111
000041	036286	0.111111111111
011818	018779	0.111111111111
011906	023406	0.111111111111
011906	024764	0.111111111111
011981	018735	0.111111111111
011687	005691	0.111111111111
011906	025874	0.111111111111
013198	015542	0.111111111111
011981	008538	0.111111111111
013198	013198	0.111111111111
011818	014630	0.111111111111
013198	001961	0.111111111111
011718	016290	0.111111111111
000178	025512	0.111111111111
009094	001785	0.111111111111
019582	039431	0.111111111111
018886	020118	0.111111111111
018853	034520	0.111111111111
018853	039593	0.111111111111
018886	000146	0.111111111111
018886	000606	0.111111111111
018886	003940	0.111111111111
018886	012152	0.111111111111
018886	021584	0.111111111111
018853	021500	0.111111111111
018886	025955	0.111111111111
018886	029230	0.111111111111
018886	034124	0.111111111111
016384	028994	0.111111111111
016384	028322	0.111111111111
016384	015186	0.111111111111
018853	032724	0.111111111111
018853	014999	0.111111111111
019582	035281	0.111111111111
037662	001665	0.111111111111
010067	023168	0.111111111111
010067	032240	0.111111111111
016643	024515	0.111111111111
016643	023300	0.111111111111
016643	018437	0.111111111111
016643	014969	0.111111111111
037662	003792	0.111111111111
037700	030566	0.111111111111
037662	003898	0.111111111111
037700	002417	0.111111111111
037700	007524	0.111111111111
037700	024484	0.111111111111
037700	030363	0.111111111111
037700	030516	0.111111111111
016384	010372	0.111111111111
016384	005247	0.111111111111
016384	003700	0.111111111111
038248	032810	0.111111111111
038248	003321	0.111111111111
038248	008798	0.111111111111
038248	009320	0.111111111111
038248	016496	0.111111111111
038248	022988	0.111111111111
038248	029610	0.111111111111
038248	034831	0.111111111111
016384	003403	0.111111111111
038248	035239	0.111111111111
010631	033507	0.111111111111
010631	034994	0.111111111111
010631	036920	0.111111111111
010631	037053	0.111111111111
009094	038809	0.111111111111
010631	029654	0.111111111111
010631	027014	0.111111111111
010631	021263	0.111111111111
010631	011481	0.111111111111
015758	020501	0.111111111111
015758	026443	0.111111111111
010376	009647	0.111111111111
015888	001134	0.111111111111
015888	009537	0.111111111111
015888	009586	0.111111111111
015888	017106	0.111111111111
015888	022583	0.111111111111
015888	027318	0.111111111111
015888	033059	0.111111111111
015888	035275	0.111111111111
016384	001647	0.111111111111
016384	003238	0.111111111111
010067	021665	0.111111111111
010067	010067	0.111111111111
010067	001230	0.111111111111
018074	029152	0.111111111111
018176	018053	0.111111111111
018176	013854	0.111111111111
018176	009315	0.111111111111
018176	002410	0.111111111111
018176	002294	0.111111111111
018074	033450	0.111111111111
018074	028385	0.111111111111
009685	018449	0.111111111111
018074	013564	0.111111111111
018074	008232	0.111111111111
018074	006394	0.111111111111
018074	005412	0.111111111111
018074	004294	0.111111111111
001115	026911	0.111111111111
018176	019587	0.111111111111
018176	023487	0.111111111111
018176	023595	0.111111111111
018176	029121	0.111111111111
018176	029415	0.111111111111
018176	031107	0.111111111111
018176	032359	0.111111111111
018176	035914	0.111111111111
036988	007130	0.111111111111
036908	038682	0.111111111111
036908	026182	0.111111111111
036908	021079	0.111111111111
036908	015944	0.111111111111
036908	015088	0.111111111111
036908	013008	0.111111111111
036908	009565	0.111111111111
036908	005076	0.111111111111
001115	015862	0.111111111111
009685	033234	0.111111111111
018677	020710	0.111111111111
037526	021519	0.111111111111
009918	034018	0.111111111111
037526	005082	0.111111111111
037526	005966	0.111111111111
037526	011265	0.111111111111
037526	015352	0.111111111111
037526	015900	0.111111111111
037526	034035	0.111111111111
001115	010855	0.111111111111
037526	035073	0.111111111111
037526	038798	0.111111111111
018677	000618	0.111111111111
018677	017854	0.111111111111
018677	020069	0.111111111111
018677	020709	0.111111111111
017198	004136	0.111111111111
017198	004884	0.111111111111
017198	008205	0.111111111111
017198	015582	0.111111111111
017198	018049	0.111111111111
017198	019030	0.111111111111
017198	024537	0.111111111111
017198	031860	0.111111111111
017198	035827	0.111111111111
017472	002857	0.111111111111
017472	005093	0.111111111111
017472	013057	0.111111111111
017472	014277	0.111111111111
017472	024158	0.111111111111
017472	026153	0.111111111111
017472	031706	0.111111111111
017514	022536	0.111111111111
009094	038693	0.111111111111
009094	038625	0.111111111111
009094	036654	0.111111111111
001446	019054	0.111111111111
014332	024192	0.111111111111
014332	018202	0.111111111111
014332	014332	0.111111111111
014332	007582	0.111111111111
014332	006803	0.111111111111
001446	017635	0.111111111111
014332	005331	0.111111111111
011412	003228	0.111111111111
038672	003779	0.111111111111
038672	032000	0.111111111111
038672	037117	0.111111111111
038672	038992	0.111111111111
001446	030593	0.111111111111
001446	030825	0.111111111111
014332	028690	0.111111111111
014332	036164	0.111111111111
014332	037427	0.111111111111
001446	010013	0.111111111111
001446	009805	0.111111111111
036468	020501	0.111111111111
036468	020718	0.111111111111
036468	023129	0.111111111111
036468	024756	0.111111111111
036469	004260	0.111111111111
036469	004513	0.111111111111
036469	007156	0.111111111111
036469	008821	0.111111111111
036469	009515	0.111111111111
036469	012347	0.111111111111
036469	017208	0.111111111111
036469	020865	0.111111111111
011412	000321	0.111111111111
011412	015527	0.111111111111
001446	004225	0.111111111111
013634	025778	0.111111111111
013660	028776	0.111111111111
013660	026159	0.111111111111
013660	020394	0.111111111111
019582	001059	0.111111111111
013660	008605	0.111111111111
013660	002176	0.111111111111
013634	021074	0.111111111111
011412	034114	0.111111111111
019582	001457	0.111111111111
019582	006410	0.111111111111
019582	007140	0.111111111111
019582	010742	0.111111111111
019582	029419	0.111111111111
019582	033459	0.111111111111
013660	030336	0.111111111111
038905	025587	0.111111111111
013660	037524	0.111111111111
038905	017496	0.111111111111
038905	015017	0.111111111111
038905	007871	0.111111111111
019501	038492	0.111111111111
013820	003099	0.111111111111
013820	007431	0.111111111111
013820	013984	0.111111111111
019501	027044	0.111111111111
013820	015232	0.111111111111
019501	017892	0.111111111111
013820	020978	0.111111111111
013820	023641	0.111111111111
013820	035604	0.111111111111
011412	037702	0.111111111111
036469	036469	0.111111111111
001446	003728	0.111111111111
009094	028478	0.111111111111
000618	028004	0.111111111111
015364	020325	0.111111111111
015364	014946	0.111111111111
000618	035743	0.111111111111
015364	008834	0.111111111111
015364	000335	0.111111111111
000618	032359	0.111111111111
000618	027067	0.111111111111
015045	018644	0.111111111111
000618	019351	0.111111111111
000618	009499	0.111111111111
000618	003565	0.111111111111
015045	033457	0.111111111111
015045	028819	0.111111111111
015045	027794	0.111111111111
015364	020774	0.111111111111
015364	029551	0.111111111111
015364	029834	0.111111111111
015364	039238	0.111111111111
015364	039297	0.111111111111
001371	038323	0.111111111111
001371	031092	0.111111111111
001371	027744	0.111111111111
001371	025048	0.111111111111
001371	013820	0.111111111111
001371	003198	0.111111111111
001371	001940	0.111111111111
038316	023037	0.111111111111
009094	006248	0.111111111111
009094	021452	0.111111111111
038316	002264	0.111111111111
009094	028183	0.111111111111
015045	019310	0.111111111111
015045	015045	0.111111111111
038480	039359	0.111111111111
038480	003909	0.111111111111
014943	024119	0.111111111111
014943	018552	0.111111111111
014943	018046	0.111111111111
014943	017323	0.111111111111
014943	015058	0.111111111111
014943	002244	0.111111111111
038480	012674	0.111111111111
015045	005188	0.111111111111
038480	017770	0.111111111111
038480	018057	0.111111111111
038480	020471	0.111111111111
038480	022940	0.111111111111
038480	028120	0.111111111111
038480	038480	0.111111111111
014943	031558	0.111111111111
014943	038144	0.111111111111
019264	030390	0.111111111111
015017	003734	0.111111111111
015017	006837	0.111111111111
015017	007871	0.111111111111
019264	018258	0.111111111111
015017	015017	0.111111111111
